Event Status,Time,Half,Home Score,Away Score,Home Handicap,Home Handicap Odds,Away Handicap,Away Handicap Odds,Home Handicap 2,Home Handicap 2 Odds,Away Handicap 2,Away Handicap 2 Odds,Over/Under Line,Over Odds,Under Odds,Over/Under Line 2,Over Odds 2,Under Odds 2,1X2 Home,1X2 Draw,1X2 Away
UPCOMING,00:00:01,-,0,0,-0.75,0.89,0.75,0.97,-1.0,-0.85,1.0,0.73,3.25,0.95,0.9,3.5,-0.85,0.71,1.66,4.12,4.5
UPCOMING,09:30:48,-,0,0,-0.75,0.9,0.75,0.96,-1.0,-0.85,1.0,0.72,3.25,0.93,0.91,3.5,-0.87,0.72,1.67,4.12,4.33
UPCOMING,10:30:51,-,0,0,-0.75,0.91,0.75,0.95,-0.5,0.72,0.5,-0.85,3.25,0.93,0.91,3.5,-0.87,0.72,1.67,4.12,4.33
UPCOMING,13:31:07,-,0,0,-0.75,0.89,0.75,-0.99,-1.0,-0.86,1.0,0.76,3.25,0.93,0.95,3.5,-0.87,0.76,1.66,4.23,4.5
UPCOMING,21:01:42,-,0,0,-0.75,0.91,0.75,0.99,-1.0,-0.84,1.0,0.75,3.25,0.88,1.0,3.5,-0.92,0.79,1.68,4.23,4.33
UPCOMING,03:32:18,-,0,0,-0.75,0.89,0.75,-0.99,-1.0,-0.86,1.0,0.76,3.25,0.93,0.95,3.5,-0.87,0.76,1.66,4.23,4.5
UPCOMING,04:02:19,-,0,0,-0.75,0.88,0.75,-0.98,-1.0,-0.87,1.0,0.77,3.25,0.93,0.95,3.5,-0.87,0.76,1.66,4.23,4.57
UPCOMING,05:02:22,-,0,0,-0.75,0.85,0.75,-0.93,-1.0,-0.92,1.0,0.81,3.25,0.87,-0.98,3.5,-0.93,0.81,1.63,4.33,4.57
UPCOMING,06:02:32,-,0,0,-1.0,-0.94,1.0,0.85,-0.75,0.81,0.75,-0.92,3.5,-0.96,0.85,3.25,0.82,-0.94,1.61,4.33,4.7
UPCOMING,07:02:36,-,0,0,-1.0,-0.93,1.0,0.84,-0.75,0.83,0.75,-0.93,3.5,-0.98,0.87,3.25,0.8,-0.92,1.62,4.33,4.57
UPCOMING,07:32:40,-,0,0,-1.0,-0.93,1.0,0.85,-0.75,0.82,0.75,-0.93,3.5,-0.99,0.88,3.25,0.79,-0.91,1.62,4.33,4.7
UPCOMING,09:02:50,-,0,0,-1.0,-0.94,1.0,0.86,-0.75,0.81,0.75,-0.92,3.5,-0.98,0.87,3.25,0.8,-0.92,1.61,4.33,4.7
UPCOMING,09:32:55,-,0,0,-1.0,-0.99,1.0,0.89,-0.75,0.78,0.75,-0.88,3.5,0.97,0.91,3.25,0.76,-0.88,1.59,4.5,4.85
UPCOMING,10:02:58,-,0,0,-1.0,0.97,1.0,0.93,-0.75,0.75,0.75,-0.85,3.5,0.93,0.95,3.75,-0.86,0.75,1.57,4.57,4.85
UPCOMING_30MIN,10:30:03,-,0,0,-1.0,0.94,1.0,0.96,-1.25,-0.84,1.25,0.75,3.5,0.88,-0.99,3.75,-0.93,0.8,1.56,4.57,5.0
UPCOMING_30MIN,10:38:16,-,0,0,-1.0,0.95,1.0,0.95,-0.75,0.74,0.75,-0.84,3.5,0.85,-0.96,3.75,-0.96,0.83,1.56,4.7,4.85
UPCOMING_30MIN,10:39:18,-,0,0,-1.0,0.99,1.0,0.91,-0.75,0.77,0.75,-0.87,3.5,0.85,-0.96,3.75,-0.96,0.83,1.59,4.57,4.7
UPCOMING_30MIN,10:40:19,-,0,0,-1.0,0.98,1.0,0.92,-0.75,0.76,0.75,-0.86,3.5,0.85,-0.96,3.75,-0.96,0.83,1.58,4.57,4.7
UPCOMING_30MIN,10:42:23,-,0,0,-1.0,0.99,1.0,0.91,-0.75,0.77,0.75,-0.87,3.5,0.85,-0.96,3.75,-0.96,0.83,1.59,4.57,4.7
UPCOMING_30MIN,10:43:25,-,0,0,-1.0,-0.98,1.0,0.88,-0.75,0.79,0.75,-0.89,3.5,0.86,-0.97,3.75,-0.94,0.82,1.6,4.57,4.57
UPCOMING_30MIN,10:44:26,-,0,0,-1.0,-0.95,1.0,0.87,-0.75,0.81,0.75,-0.91,3.5,0.86,-0.97,3.75,-0.94,0.82,1.61,4.5,4.57
UPCOMING_30MIN,10:47:31,-,0,0,-1.0,-0.94,1.0,0.86,-0.75,0.81,0.75,-0.92,3.5,0.89,1.0,3.75,-0.92,0.8,1.62,4.5,4.57
UPCOMING_30MIN,10:51:38,-,0,0,-1.0,-0.93,1.0,0.85,-0.75,0.82,0.75,-0.93,3.5,0.9,0.99,3.75,-0.91,0.79,1.62,4.5,4.5
UPCOMING_30MIN,10:52:39,-,0,0,-1.0,-0.98,1.0,0.88,-0.75,0.79,0.75,-0.89,3.5,0.9,0.99,3.75,-0.91,0.79,1.6,4.5,4.7
UPCOMING_30MIN,10:54:43,-,0,0,-1.0,-0.95,1.0,0.87,-0.75,0.8,0.75,-0.91,3.5,0.92,0.96,3.75,-0.88,0.76,1.61,4.5,4.7
UPCOMING_30MIN,10:58:49,-,0,0,-1.0,-0.93,1.0,0.85,-0.75,0.82,0.75,-0.93,3.5,0.91,0.98,3.75,-0.89,0.78,1.62,4.5,4.57
UPCOMING_30MIN,10:59:51,-,0,0,-0.75,0.87,0.75,-0.95,-1.0,-0.9,1.0,0.8,3.5,0.9,0.99,3.75,-0.91,0.79,1.65,4.5,4.33
NOT_STARTED,11:00:53,-,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
H1_1',11:01:29,1H_1',0,0,-1.0,0.99,1.0,0.81,-0.75,0.74,0.75,-0.95,3.5,0.95,0.89,3.25,0.75,-0.92,1.62,4.33,4.33
H1_1',11:01:39,1H_1',0,0,-1.0,0.96,1.0,0.78,-0.75,0.74,0.75,-0.96,3.5,0.94,0.87,3.25,0.73,-0.93,1.59,4.33,4.57
H1_1',11:02:00,1H_1',0,0,-1.0,0.97,1.0,0.78,-0.75,0.74,0.75,-0.96,3.5,0.94,0.86,3.25,0.74,-0.94,1.59,4.33,4.57
H1_1',11:02:10,1H_1',0,0,-1.0,0.97,1.0,0.77,-0.75,0.75,0.75,-0.98,3.5,0.94,0.87,3.25,0.73,-0.93,1.59,4.33,4.57
H1_2',11:02:31,1H_2',0,0,-1.0,0.98,1.0,0.77,-0.75,0.75,0.75,-0.98,3.5,0.94,0.87,3.25,0.74,-0.94,1.62,4.33,4.5
H1_2',11:02:51,1H_2',0,0,-1.0,0.99,1.0,0.76,-0.75,0.76,0.75,-0.99,3.5,0.98,0.84,3.25,0.76,-0.96,1.63,4.23,4.5
H1_2',11:03:02,1H_2',0,0,-0.75,0.79,0.75,-0.99,-1.0,-0.98,1.0,0.77,3.5,1.0,0.85,3.25,0.78,-0.96,1.64,4.23,4.33
H1_2',11:03:12,1H_2',0,0,-0.75,0.8,0.75,-0.99,-1.0,-0.98,1.0,0.76,3.5,1.0,0.85,3.25,0.78,-0.96,1.65,4.23,4.33
H1_2',11:03:22,1H_2',0,0,-0.75,0.79,0.75,-0.99,-1.0,-0.99,1.0,0.77,3.5,1.0,0.84,3.25,0.78,-0.96,1.64,4.23,4.33
H1_3',11:03:33,1H_3',0,0,-0.75,0.79,0.75,-0.99,-1.0,-0.98,1.0,0.77,3.5,0.99,0.85,3.25,0.78,-0.96,1.64,4.23,4.33
H1_3',11:03:53,1H_3',0,0,-0.75,0.8,0.75,1.0,-1.0,-0.97,1.0,0.76,3.5,-0.98,0.82,3.25,0.79,1.0,1.64,4.23,4.33
H1_3',11:04:24,1H_3',0,0,-0.75,0.79,0.75,-0.98,-1.0,-0.98,1.0,0.76,3.25,0.82,1.0,3.5,-0.98,0.81,1.65,4.23,4.33
H1_3',11:05:26,1H_3',0,0,-0.75,0.8,0.75,1.0,-1.0,-0.96,1.0,0.75,3.25,0.86,0.97,3.5,-0.93,0.76,1.65,4.23,4.33
H1_5',11:05:46,1H_5',0,0,-0.75,0.79,0.75,-0.98,-1.0,-0.98,1.0,0.76,3.25,0.87,0.97,3.5,-0.94,0.76,1.64,4.23,4.33
H1_5',11:06:07,1H_5',0,0,-1.0,-0.99,1.0,0.77,-0.75,0.78,0.75,-0.98,3.25,0.88,0.96,3.5,-0.92,0.75,1.64,4.23,4.5
H1_5',11:06:17,1H_5',0,0,-0.75,0.79,0.75,-0.98,-1.0,-0.99,1.0,0.77,3.25,0.9,0.93,3.5,-0.92,0.74,1.64,4.23,4.5
H1_6',11:06:27,1H_6',0,0,-0.75,0.8,0.75,-0.99,-1.0,-0.96,1.0,0.75,3.25,0.88,0.95,3.5,-0.92,0.74,1.66,4.23,4.33
H1_6',11:06:38,1H_6',0,0,-0.75,0.79,0.75,-0.98,-1.0,-0.98,1.0,0.77,3.25,0.91,0.92,3.5,-0.91,0.73,1.64,4.23,4.5
H1_6',11:06:48,1H_6',0,0,-0.75,0.77,0.75,-0.98,-1.0,-0.97,1.0,0.77,3.25,0.92,0.92,3.5,-0.9,0.72,1.63,4.23,4.5
H1_6',11:06:58,1H_6',0,0,-0.75,0.78,0.75,-0.99,-1.0,-0.97,1.0,0.76,3.25,0.92,0.92,3.5,-0.89,0.73,1.64,4.23,4.33
AWAY_GOAL_6',11:07:09,1H_6',0,1,0,0.0,0,0.0,0,0.0,0,0.0,2.75,0.54,-0.68,2.5,0.44,-0.57,1.63,4.23,4.5
H1_6',11:07:19,1H_6',0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
H1_7',11:07:50,1H_7',0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,2.48,4.0,2.34
H1_7',11:08:10,1H_7',0,1,-1.0,0.96,1.0,0.9,-0.75,0.72,0.75,-0.89,4.25,0.88,0.97,4.5,-0.93,0.76,2.48,4.0,2.35
H1_7',11:08:31,1H_7',0,1,-1.0,0.93,1.0,0.92,-1.25,-0.85,1.25,0.69,4.25,0.89,0.94,4.5,-0.91,0.74,2.47,3.94,2.41
H1_7',11:08:41,1H_7',0,1,-1.0,0.93,1.0,0.91,-1.25,-0.85,1.25,0.69,4.25,0.9,0.93,4.5,-0.91,0.74,2.47,3.94,2.41
H1_8',11:08:51,1H_8',0,1,-1.0,0.94,1.0,0.9,-0.75,0.7,0.75,-0.87,4.25,0.91,0.92,4.5,-0.88,0.72,2.47,3.94,2.4
H1_8',11:09:01,1H_8',0,1,-1.0,0.94,1.0,0.91,-0.75,0.7,0.75,-0.86,4.25,0.91,0.92,4.5,-0.88,0.71,2.47,3.94,2.4
H1_9',11:09:32,1H_9',0,1,-1.0,0.92,1.0,0.92,-1.25,-0.85,1.25,0.69,4.25,0.94,0.89,4.5,-0.86,0.69,2.47,3.94,2.41
H1_9',11:09:42,1H_9',0,1,-1.0,0.91,1.0,0.93,-1.25,-0.85,1.25,0.69,4.25,0.95,0.88,4.5,-0.86,0.69,2.47,3.94,2.42
H1_9',11:09:53,1H_9',0,1,-1.0,0.92,1.0,0.93,-1.25,-0.86,1.25,0.69,4.25,0.97,0.86,4.0,0.71,-0.88,2.47,3.94,2.44
H1_9',11:10:03,1H_9',0,1,-1.0,0.93,1.0,0.91,-1.25,-0.85,1.25,0.69,4.25,0.98,0.86,4.0,0.72,-0.89,2.48,3.94,2.44
H1_10',11:10:34,1H_10',0,1,-1.0,0.93,1.0,0.91,-0.75,0.68,0.75,-0.85,4.25,-0.99,0.84,4.0,0.73,-0.91,2.48,3.94,2.43
H1_10',11:10:44,1H_10',0,1,-1.0,0.92,1.0,0.91,-1.25,-0.85,1.25,0.69,4.25,1.0,0.84,4.0,0.74,-0.91,2.48,3.94,2.44
H1_10',11:10:54,1H_10',0,1,-1.0,0.91,1.0,0.92,-1.25,-0.85,1.25,0.68,4.25,-0.99,0.83,4.0,0.74,-0.91,2.48,3.94,2.44
H1_10',11:11:15,1H_10',0,1,-1.0,0.92,1.0,0.92,-1.25,-0.83,1.25,0.68,4.25,-0.99,0.82,4.0,0.75,-0.93,2.48,3.94,2.44
H1_11',11:11:25,1H_11',0,1,-1.0,0.91,1.0,0.92,-1.25,-0.83,1.25,0.68,4.25,-0.98,0.82,4.0,0.76,-0.94,2.48,3.94,2.44
H1_11',11:11:35,1H_11',0,1,-1.0,0.92,1.0,0.92,-0.75,0.67,0.75,-0.83,4.25,-0.98,0.82,4.0,0.77,-0.96,2.48,3.86,2.45
H1_11',11:11:46,1H_11',0,1,-1.0,0.9,1.0,0.93,-1.25,-0.84,1.25,0.68,4.25,-0.98,0.82,4.0,0.77,-0.95,2.48,3.86,2.45
H1_11',11:11:56,1H_11',0,1,-1.0,0.91,1.0,0.93,-1.25,-0.84,1.25,0.68,4.25,-0.98,0.82,4.0,0.77,-0.95,2.48,3.86,2.45
H1_11',11:12:06,1H_11',0,1,-1.0,0.9,1.0,0.94,-1.25,-0.85,1.25,0.68,4.25,-0.98,0.82,4.0,0.77,-0.95,2.47,3.94,2.45
H1_11',11:12:16,1H_11',0,1,-1.0,0.89,1.0,0.95,-1.25,-0.85,1.25,0.69,4.25,-0.98,0.82,4.0,0.77,-0.95,2.47,3.94,2.45
H1_11',11:12:27,1H_11',0,1,-1.0,0.9,1.0,0.94,-1.25,-0.85,1.25,0.69,4.25,-0.97,0.8,4.0,0.77,-0.95,2.47,3.94,2.45
H1_11',11:12:37,1H_11',0,1,-1.0,0.87,1.0,0.96,-1.25,-0.85,1.25,0.71,4.25,-0.97,0.81,4.0,0.8,-0.96,2.46,3.78,2.43
HOME_GOAL_12',11:12:47,1H_12',1,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
H1_12',11:12:57,1H_12',1,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
H1_12',11:13:08,1H_12',1,1,-0.75,0.9,0.75,0.99,-1.0,-0.86,1.0,0.74,5.25,-0.96,0.83,5.5,-0.79,0.66,1.65,4.12,4.23
H1_13',11:13:28,1H_13',1,1,-0.75,0.9,0.75,0.99,-1.0,-0.86,1.0,0.74,5.25,-0.96,0.83,5.5,-0.79,0.66,1.65,4.12,4.23
H1_13',11:13:49,1H_13',1,1,-0.75,0.88,0.75,0.98,-1.0,-0.88,1.0,0.72,5.0,0.82,-0.97,5.25,-0.96,0.79,1.65,4.12,4.33
H1_13',11:13:59,1H_13',1,1,-0.75,0.83,0.75,-0.98,-1.0,-0.93,1.0,0.76,5.0,0.85,0.97,5.25,-0.91,0.76,1.64,4.12,4.5
H1_13',11:14:09,1H_13',1,1,-0.75,0.84,0.75,-0.99,-1.0,-0.92,1.0,0.74,5.0,0.89,0.95,5.25,-0.89,0.72,1.64,4.12,4.5
H1_13',11:14:19,1H_13',1,1,-0.75,0.86,0.75,0.98,-1.0,-0.89,1.0,0.72,5.0,0.88,0.96,5.25,-0.89,0.72,1.67,4.12,4.33
H1_14',11:14:30,1H_14',1,1,-0.75,0.86,0.75,0.98,-1.0,-0.89,1.0,0.72,5.0,0.89,0.94,5.25,-0.89,0.72,1.66,4.0,4.33
H1_14',11:14:40,1H_14',1,1,-0.75,0.85,0.75,0.99,-1.0,-0.89,1.0,0.72,5.0,0.91,0.93,5.25,-0.88,0.71,1.66,4.0,4.33
H1_14',11:14:50,1H_14',1,1,-0.75,0.86,0.75,0.99,-1.0,-0.89,1.0,0.72,5.0,0.95,0.88,4.75,0.71,-0.88,1.66,4.0,4.33
H1_14',11:15:00,1H_14',1,1,-0.75,0.87,0.75,0.96,-1.0,-0.87,1.0,0.71,5.0,0.94,0.89,4.75,0.71,-0.88,1.67,4.0,4.33
H1_14',11:15:11,1H_14',1,1,-0.75,0.88,0.75,0.96,-1.0,-0.86,1.0,0.7,5.0,0.92,0.91,4.75,0.7,-0.88,1.69,4.0,4.33
H1_14',11:15:21,1H_14',1,1,-0.75,0.87,0.75,0.98,-1.0,-0.88,1.0,0.71,5.0,0.95,0.88,4.75,0.72,-0.9,1.67,4.0,4.5
H1_15',11:15:41,1H_15',1,1,-0.75,0.88,0.75,0.97,-1.0,-0.87,1.0,0.7,5.0,0.98,0.86,4.75,0.72,-0.89,1.68,4.0,4.33
H1_15',11:15:52,1H_15',1,1,-0.75,0.87,0.75,0.97,-0.5,0.69,0.5,-0.85,5.0,0.97,0.87,4.75,0.73,-0.9,1.68,4.0,4.33
AWAY_GOAL_15',11:16:12,1H_15',1,2,-1.0,0.98,1.0,0.83,-0.75,0.82,0.75,-0.99,6.0,0.92,0.91,5.75,0.68,-0.87,2.72,3.7,2.32
H1_15',11:16:22,1H_15',1,2,-0.25,0.44,0.25,-0.6,0,0.0,0,0.0,5.75,0.72,-0.94,6.25,-0.84,0.64,2.66,3.7,2.31
H1_15',11:16:33,1H_15',1,2,-1.0,-0.99,1.0,0.83,-0.75,0.77,0.75,-0.91,6.0,0.95,0.91,5.75,0.7,-0.88,2.59,3.78,2.33
H1_16',11:17:03,1H_16',1,2,-1.0,0.97,1.0,0.89,-0.75,0.72,0.75,-0.88,6.0,0.96,0.9,5.75,0.71,-0.88,2.54,3.78,2.37
H1_16',11:17:24,1H_16',1,2,-1.0,0.97,1.0,0.87,-0.75,0.73,0.75,-0.9,6.0,0.93,0.9,5.75,0.7,-0.88,2.56,3.78,2.38
H1_17',11:17:34,1H_17',1,2,-1.0,0.98,1.0,0.86,-0.75,0.73,0.75,-0.9,6.0,0.98,0.86,5.75,0.74,-0.91,2.57,3.7,2.38
H1_17',11:17:45,1H_17',1,2,-1.0,0.98,1.0,0.87,-0.75,0.71,0.75,-0.88,6.0,0.99,0.85,5.75,0.74,-0.93,2.56,3.7,2.39
H1_17',11:18:05,1H_17',1,2,-1.0,0.97,1.0,0.87,-0.75,0.71,0.75,-0.88,6.0,1.0,0.84,5.75,0.75,-0.93,2.57,3.7,2.4
H1_17',11:18:26,1H_17',1,2,-1.0,0.95,1.0,0.89,-0.75,0.7,0.75,-0.88,6.0,-0.99,0.83,5.75,0.75,-0.93,2.56,3.7,2.4
H1_18',11:18:36,1H_18',1,2,-1.0,0.95,1.0,0.89,-0.75,0.7,0.75,-0.88,6.0,-0.97,0.8,5.75,0.77,-0.94,2.56,3.7,2.43
H1_18',11:18:46,1H_18',1,2,-1.0,0.96,1.0,0.88,-0.75,0.7,0.75,-0.88,6.0,-0.96,0.8,5.75,0.78,-0.95,2.57,3.7,2.4
H1_18',11:19:07,1H_18',1,2,-1.0,0.95,1.0,0.9,-0.75,0.67,0.75,-0.83,5.75,0.78,-0.96,6.0,-0.94,0.79,2.52,3.7,2.45
H1_18',11:19:17,1H_18',1,2,-1.0,0.91,1.0,0.93,-1.25,-0.84,1.25,0.68,5.75,0.78,-0.96,6.0,-0.95,0.79,2.49,3.7,2.48
H1_19',11:19:27,1H_19',1,2,-1.0,0.91,1.0,0.92,-1.25,-0.83,1.25,0.68,5.75,0.8,-0.96,6.0,-0.93,0.75,2.49,3.7,2.47
H1_19',11:19:37,1H_19',1,2,-1.0,0.91,1.0,0.93,-1.25,-0.84,1.25,0.68,5.75,0.81,-0.97,6.0,-0.93,0.75,2.49,3.7,2.48
H1_19',11:19:58,1H_19',1,2,-1.0,0.91,1.0,0.92,-1.25,-0.83,1.25,0.68,5.75,0.81,-0.98,6.0,-0.93,0.74,2.49,3.7,2.47
H1_19',11:20:08,1H_19',1,2,-1.0,0.89,1.0,0.95,-1.25,-0.85,1.25,0.69,5.75,0.82,-0.98,6.0,-0.92,0.73,2.49,3.7,2.49
H1_19',11:20:18,1H_19',1,2,-1.0,0.88,1.0,0.97,-1.25,-0.87,1.25,0.7,5.75,0.83,-0.99,6.0,-0.91,0.73,2.48,3.7,2.49
H1_20',11:20:29,1H_20',1,2,-1.0,0.87,1.0,0.98,-1.25,-0.86,1.25,0.72,5.75,0.82,-0.98,6.0,-0.91,0.75,2.48,3.7,2.5
AWAY_RED_CARD_20',11:20:49,1H_20',1,2,-1.75,-0.78,1.75,0.73,-1.5,-0.74,1.5,0.59,6.0,0.91,0.89,5.75,0.68,-0.85,2.22,3.78,2.51
H1_20',11:21:00,1H_20',1,2,-1.5,0.99,1.5,0.92,-1.75,-0.78,1.75,0.73,6.0,0.93,0.89,5.75,0.71,-0.88,2.22,3.78,2.5
H1_20',11:21:10,1H_20',1,2,-1.5,-0.99,1.5,0.91,-2.0,0.84,2.0,0.99,6.0,0.93,0.89,5.75,0.72,-0.88,1.87,4.0,4.0
H1_20',11:21:20,1H_20',1,2,-2.0,0.84,2.0,0.99,-2.25,-0.92,2.25,0.75,6.25,0.85,0.98,6.5,-0.95,0.77,1.55,4.33,5.17
H1_21',11:21:31,1H_21',1,2,-2.0,0.91,2.0,0.79,-1.75,0.8,1.75,-0.85,6.25,0.98,0.88,6.5,-0.94,0.76,1.57,4.33,5.0
H1_21',11:21:41,1H_21',1,2,-2.0,0.92,2.0,0.77,-1.75,0.8,1.75,-0.85,6.25,0.98,0.88,6.0,0.73,0.98,1.58,4.33,4.85
H1_21',11:21:51,1H_21',1,2,-1.75,0.81,1.75,-0.97,-2.0,-0.95,2.0,0.78,6.0,0.85,0.97,6.25,-0.9,0.75,1.63,4.0,4.57
H1_21',11:22:02,1H_21',1,2,-1.75,0.82,1.75,-0.98,-2.0,-0.93,2.0,0.76,6.0,0.86,0.98,6.25,-0.91,0.73,1.64,4.0,4.57
H1_21',11:22:12,1H_21',1,2,-1.75,0.83,1.75,-0.99,-2.0,-0.91,2.0,0.74,6.0,0.95,0.89,5.75,0.72,-0.9,1.66,3.94,4.5
H1_21',11:22:22,1H_21',1,2,-1.75,0.86,1.75,0.98,-2.0,-0.88,2.0,0.72,6.0,0.99,0.86,5.75,0.74,-0.92,1.66,3.94,4.5
H1_22',11:22:32,1H_22',1,2,-1.75,0.86,1.75,0.98,-2.0,-0.88,2.0,0.71,6.0,1.0,0.85,5.75,0.75,-0.93,1.66,3.94,4.5
H1_22',11:22:43,1H_22',1,2,-1.75,0.82,1.75,-0.98,-2.0,-0.92,2.0,0.75,6.0,0.99,0.85,5.75,0.75,-0.93,1.65,4.0,4.57
H1_22',11:22:53,1H_22',1,2,-2.0,-0.96,2.0,0.78,-1.75,0.8,1.75,-0.94,6.0,0.96,0.87,5.75,0.71,-0.89,1.63,4.0,4.7
H1_22',11:23:03,1H_22',1,2,-1.75,0.8,1.75,-0.94,-2.0,-0.95,2.0,0.78,6.0,0.96,0.87,5.75,0.73,-0.91,1.63,4.0,4.7
H1_22',11:23:13,1H_22',1,2,-2.0,-0.97,2.0,0.79,-1.75,0.78,1.75,-0.93,6.0,0.97,0.87,5.75,0.73,-0.9,1.63,4.0,4.7
H1_22',11:23:24,1H_22',1,2,-2.0,-0.99,2.0,0.83,-1.75,0.75,1.75,-0.92,6.0,0.98,0.86,5.75,0.73,-0.9,1.61,4.0,4.7
H1_23',11:23:34,1H_23',1,2,-2.0,1.0,2.0,0.84,-1.75,0.75,1.75,-0.93,6.0,0.99,0.85,5.75,0.74,-0.92,1.61,4.0,4.7
H1_23',11:23:44,1H_23',1,2,-2.0,-0.99,2.0,0.83,-1.75,0.75,1.75,-0.93,6.0,1.0,0.84,5.75,0.76,-0.93,1.61,4.0,4.7
H1_23',11:23:54,1H_23',1,2,-2.0,0.99,2.0,0.84,-1.75,0.75,1.75,-0.92,6.0,0.97,0.87,5.75,0.73,-0.91,1.61,4.0,4.85
H1_23',11:24:05,1H_23',1,2,-2.0,0.99,2.0,0.86,-1.75,0.75,1.75,-0.92,6.0,0.97,0.87,5.75,0.73,-0.91,1.61,4.0,4.85
H1_23',11:24:15,1H_23',1,2,-2.0,0.98,2.0,0.85,-1.75,0.72,1.75,-0.9,6.0,0.96,0.87,5.75,0.74,-0.92,1.61,4.0,4.85
H1_24',11:24:25,1H_24',1,2,-2.0,0.97,2.0,0.86,-1.75,0.72,1.75,-0.9,6.0,0.96,0.87,5.75,0.73,-0.9,1.58,4.12,5.0
H1_24',11:24:46,1H_24',1,2,-2.0,0.97,2.0,0.87,-1.75,0.72,1.75,-0.9,6.0,0.96,0.87,5.75,0.74,-0.88,1.58,4.12,5.0
H1_24',11:25:17,1H_24',1,2,-2.0,0.96,2.0,0.88,-1.75,0.71,1.75,-0.88,6.0,0.96,0.86,5.75,0.71,-0.88,1.58,4.12,5.0
H1_25',11:25:27,1H_25',1,2,-2.0,0.96,2.0,0.88,-1.75,0.7,1.75,-0.86,6.0,0.95,0.88,5.75,0.7,-0.88,1.58,4.12,5.0
H1_25',11:25:47,1H_25',1,2,-2.0,0.97,2.0,0.87,-1.75,0.7,1.75,-0.88,6.0,0.97,0.87,5.75,0.72,-0.89,1.59,4.12,5.0
H1_25',11:26:08,1H_25',1,2,-2.0,0.95,2.0,0.89,-1.75,0.69,1.75,-0.87,6.0,0.94,0.9,5.75,0.7,-0.87,1.58,4.12,5.0
H1_26',11:26:29,1H_26',1,2,-2.0,0.94,2.0,0.9,-1.75,0.7,1.75,-0.87,6.0,0.91,0.92,5.75,0.68,-0.85,1.59,4.12,5.0
H1_26',11:26:39,1H_26',1,2,-2.0,0.93,2.0,0.91,-1.75,0.69,1.75,-0.85,6.0,0.89,0.95,6.25,-0.88,0.7,1.58,4.12,5.0
H1_26',11:27:10,1H_26',1,2,-2.0,0.95,2.0,0.89,-1.75,0.69,1.75,-0.87,6.0,0.93,0.9,6.25,-0.86,0.7,1.59,4.12,5.0
H1_26',11:27:20,1H_26',1,2,-2.0,0.94,2.0,0.9,-1.75,0.69,1.75,-0.87,6.0,0.94,0.9,5.75,0.69,-0.87,1.58,4.12,5.0
H1_26',11:28:01,1H_26',1,2,-2.0,0.93,2.0,0.91,-1.75,0.7,1.75,-0.86,6.0,0.95,0.88,5.75,0.7,-0.87,1.56,4.23,5.17
H1_27',11:28:11,1H_27',1,2,-2.0,0.94,2.0,0.9,-1.75,0.7,1.75,-0.86,6.0,0.94,0.89,5.75,0.7,-0.87,1.56,4.23,5.17
H1_27',11:28:21,1H_27',1,2,-2.0,0.95,2.0,0.89,-1.75,0.7,1.75,-0.87,6.0,0.95,0.88,5.75,0.7,-0.87,1.57,4.23,5.17
H1_27',11:28:32,1H_27',1,2,-2.0,0.94,2.0,0.9,-1.75,0.69,1.75,-0.87,6.0,0.95,0.88,5.75,0.7,-0.87,1.56,4.23,5.17
H1_28',11:28:42,1H_28',1,2,-2.0,0.95,2.0,0.89,-1.75,0.69,1.75,-0.87,6.0,0.95,0.89,5.75,0.7,-0.87,1.56,4.23,5.17
H1_29',11:29:33,1H_29',1,2,-2.0,0.96,2.0,0.88,-1.75,0.7,1.75,-0.87,6.0,0.98,0.86,5.75,0.72,-0.9,1.57,4.0,5.17
H1_29',11:30:14,1H_29',1,2,-2.0,0.97,2.0,0.86,-1.75,0.71,1.75,-0.88,6.0,-0.97,0.81,5.75,0.75,-0.93,1.58,4.12,5.17
H1_29',11:30:24,1H_29',1,2,-2.0,0.98,2.0,0.85,-1.75,0.73,1.75,-0.9,6.0,-0.96,0.81,5.75,0.74,-0.93,1.58,4.0,5.0
H1_30',11:30:35,1H_30',1,2,-2.0,1.0,2.0,0.85,-1.75,0.74,1.75,-0.91,6.0,-0.96,0.8,5.75,0.77,-0.94,1.59,4.0,5.0
H1_30',11:30:46,1H_30',1,2,-2.0,0.99,2.0,0.85,-1.75,0.74,1.75,-0.91,5.75,0.8,-0.96,6.0,-0.95,0.77,1.59,4.0,5.0
H1_30',11:30:56,1H_30',1,2,-2.0,-0.99,2.0,0.84,-1.75,0.74,1.75,-0.91,5.75,0.82,-0.98,6.0,-0.93,0.76,1.59,4.0,4.85
