Event Status,Time,Half,Home Score,Away Score,Home Handicap,Home Handicap Odds,Away Handicap,Away Handicap Odds,Home Handicap 2,Home Handicap 2 Odds,Away Handicap 2,Away Handicap 2 Odds,Over/Under Line,Over Odds,Under Odds,Over/Under Line 2,Over Odds 2,Under Odds 2,1X2 Home,1X2 Draw,1X2 Away
H2_38',12:43:47,2H_38',1,2,-0.25,0.73,0.25,-0.88,-0.5,-0.77,0.5,0.61,3.5,0.99,0.85,3.75,-0.67,0.53,9.25,2.92,1.6
H2_39',12:43:57,2H_39',1,2,-0.25,0.73,0.25,-0.88,-0.5,-0.76,0.5,0.61,3.5,0.98,0.86,3.75,-0.68,0.54,9.5,2.92,1.61
H2_39',12:44:07,2H_39',1,2,-0.25,0.76,0.25,-0.9,-0.5,-0.74,0.5,0.58,3.5,-0.97,0.81,3.75,-0.65,0.51,10.0,2.94,1.58
H2_39',12:44:18,2H_39',1,2,-0.25,0.77,0.25,-0.91,-0.5,-0.74,0.5,0.58,3.5,-0.99,0.82,3.75,-0.63,0.49,10.25,2.98,1.56
H2_39',12:44:28,2H_39',1,2,-0.25,0.78,0.25,-0.93,-0.5,-0.72,0.5,0.57,3.5,-0.98,0.81,3.75,-0.64,0.49,10.0,2.96,1.57
H2_39',12:44:38,2H_39',1,2,-0.25,0.79,0.25,-0.94,-0.5,-0.71,0.5,0.57,3.5,-0.96,0.81,3.75,-0.63,0.49,10.0,2.96,1.57
H2_39',12:44:48,2H_39',1,2,-0.25,0.8,0.25,-0.94,-0.5,-0.72,0.5,0.57,3.5,-0.96,0.81,3.75,-0.64,0.5,10.25,2.96,1.56
H2_39',12:44:59,2H_39',1,2,-0.25,0.83,0.25,-0.99,-0.5,-0.68,0.5,0.53,3.5,-0.91,0.77,3.75,-0.6,0.46,10.0,3.04,1.53
H2_40',12:45:09,2H_40',1,2,-0.25,0.84,0.25,-0.99,-0.5,-0.68,0.5,0.53,3.5,-0.91,0.76,3.75,-0.59,0.45,10.0,3.04,1.53
H2_40',12:45:19,2H_40',1,2,-0.25,0.84,0.25,1.0,-0.5,-0.68,0.5,0.53,3.5,-0.9,0.75,3.75,-0.58,0.44,10.25,3.04,1.53
H2_41',12:45:29,2H_41',1,2,-0.25,0.86,0.25,1.0,-0.5,-0.65,0.5,0.51,3.5,-0.88,0.74,3.75,-0.58,0.45,12.0,3.13,1.5
H2_41',12:45:40,2H_41',1,2,-0.25,0.88,0.25,0.98,-0.5,-0.65,0.5,0.5,3.5,-0.83,0.7,3.75,-0.58,0.45,12.0,3.13,1.5
H2_41',12:45:50,2H_41',1,2,-0.25,0.89,0.25,0.97,-0.5,-0.63,0.5,0.49,3.5,-0.81,0.68,3.75,-0.51,0.38,12.75,3.13,1.49
H2_41',12:46:00,2H_41',1,2,-0.25,0.94,0.25,0.92,-0.5,-0.61,0.5,0.48,3.5,-0.76,0.64,3.75,-0.5,0.38,13.5,3.13,1.46
H2_41',12:46:11,2H_41',1,2,-0.25,0.98,0.25,0.89,-0.5,-0.6,0.5,0.46,3.5,-0.75,0.63,3.75,-0.49,0.36,13.75,3.13,1.48
H2_41',12:46:21,2H_41',1,2,-0.25,-0.96,0.25,0.83,-0.5,-0.6,0.5,0.46,3.5,-0.71,0.59,3.75,-0.43,0.32,12.0,3.17,1.45
H2_42',12:46:31,2H_42',1,2,-0.25,-0.93,0.25,0.8,-0.5,-0.54,0.5,0.41,3.5,-0.68,0.57,3.75,-0.42,0.3,12.75,3.27,1.43
H2_42',12:46:41,2H_42',1,2,-0.25,-0.97,0.25,0.84,-0.5,-0.56,0.5,0.43,3.5,-0.69,0.57,3.75,-0.42,0.3,15.5,3.27,1.43
H2_42',12:46:52,2H_42',1,2,-0.25,-0.96,0.25,0.83,-0.5,-0.56,0.5,0.42,3.5,-0.69,0.57,3.75,-0.42,0.3,13.0,3.33,1.41
H2_42',12:47:02,2H_42',1,2,-0.25,-0.96,0.25,0.82,-0.5,-0.56,0.5,0.42,3.5,-0.69,0.57,3.75,-0.42,0.3,15.75,3.33,1.41
H2_42',12:47:12,2H_42',1,2,-0.25,-0.91,0.25,0.78,-0.5,-0.54,0.5,0.41,3.5,-0.67,0.54,3.75,-0.41,0.29,17.25,3.33,1.4
H2_42',12:47:22,2H_42',1,2,-0.25,-0.93,0.25,0.8,-0.5,-0.54,0.5,0.41,3.5,-0.65,0.53,3.75,-0.41,0.3,16.75,3.33,1.4
H2_43',12:47:43,2H_43',1,2,-0.25,-0.88,0.25,0.75,-0.5,-0.51,0.5,0.38,3.5,-0.65,0.53,3.75,-0.4,0.29,18.0,3.44,1.38
H2_43',12:48:03,2H_43',1,2,-0.25,-0.86,0.25,0.73,-0.5,-0.49,0.5,0.37,3.5,-0.6,0.48,3.75,-0.38,0.26,18.0,3.44,1.36
H2_43',12:48:14,2H_43',1,2,-0.25,-0.85,0.25,0.72,-0.5,-0.48,0.5,0.36,3.5,-0.6,0.48,3.75,-0.38,0.26,16.25,3.5,1.36
H2_43',12:48:24,2H_43',1,2,-0.25,-0.85,0.25,0.71,-0.5,-0.47,0.5,0.35,3.5,-0.57,0.46,3.75,-0.37,0.26,17.0,3.5,1.35
H2_43',12:48:34,2H_43',1,2,-0.25,-0.83,0.25,0.7,-0.5,-0.47,0.5,0.35,3.5,-0.57,0.46,3.75,-0.36,0.25,20.5,3.56,1.34
H2_44',12:48:44,2H_44',1,2,-0.25,-0.83,0.25,0.7,-0.5,-0.46,0.5,0.33,3.5,-0.56,0.44,3.75,-0.36,0.25,18.0,3.63,1.33
H2_44',12:48:55,2H_44',1,2,-0.25,-0.78,0.25,0.65,-0.5,-0.44,0.5,0.32,3.5,-0.53,0.42,3.75,-0.33,0.23,24.0,3.78,1.31
H2_44',12:49:05,2H_44',1,2,-0.25,-0.76,0.25,0.64,-0.5,-0.44,0.5,0.32,3.5,-0.53,0.42,3.75,-0.33,0.22,24.5,3.86,1.3
H2_44',12:49:15,2H_44',1,2,-0.25,-0.72,0.25,0.6,-0.5,-0.41,0.5,0.3,3.5,-0.51,0.4,3.75,-0.31,0.2,20.5,3.86,1.29
H2_44',12:49:26,2H_44',1,2,-0.25,-0.69,0.25,0.58,-0.5,-0.4,0.5,0.29,3.5,-0.5,0.39,3.75,-0.31,0.2,25.5,3.86,1.29
H2_45',12:49:36,2H_45',1,2,-0.25,-0.72,0.25,0.6,-0.5,-0.41,0.5,0.3,3.5,-0.49,0.38,3.75,-0.31,0.2,25.5,3.94,1.28
H2_45',12:49:46,2H_45',1,2,-0.25,-0.71,0.25,0.59,-0.5,-0.41,0.5,0.3,3.5,-0.49,0.38,3.75,-0.31,0.2,25.5,3.94,1.28
H2_45',12:49:56,2H_45',1,2,-0.25,-0.59,0.25,0.48,-0.5,-0.35,0.5,0.23,3.5,-0.4,0.3,3.75,-0.24,0.15,29.5,4.23,1.24
H2_45',12:50:17,2H_45',1,2,-0.25,-0.57,0.25,0.46,-0.5,-0.33,0.5,0.22,3.5,-0.39,0.29,3.75,-0.24,0.14,33.5,4.57,1.22
H2_45',12:50:27,2H_45',1,2,-0.25,-0.54,0.25,0.43,-0.5,-0.32,0.5,0.21,3.5,-0.38,0.27,3.75,-0.22,0.13,37.0,4.7,1.2
H2_45',12:50:48,2H_45',1,2,-0.25,-0.51,0.25,0.4,-0.5,-0.3,0.5,0.19,3.5,-0.36,0.25,3.75,-0.21,0.12,39.0,4.85,1.18
H2_46',12:51:08,2H_46',1,2,-0.25,-0.49,0.25,0.39,-0.5,-0.29,0.5,0.18,3.5,-0.33,0.23,3.75,-0.21,0.11,44.5,5.0,1.17
H2_46',12:51:19,2H_46',1,2,0,0.12,0,-0.2,0,0.0,0,0.0,3.5,-0.32,0.22,3.75,-0.2,0.11,50.0,5.0,1.17
H2_47',12:51:29,2H_47',1,2,-0.25,-0.45,0.25,0.34,0,0.12,0,-0.2,3.5,-0.32,0.21,3.75,-0.19,0.1,47.0,5.17,1.16
H2_47',12:51:39,2H_47',1,2,-0.25,-0.43,0.25,0.32,-0.5,-0.26,0.5,0.15,3.5,-0.3,0.19,3.75,-0.18,0.09,55.0,5.5,1.14
H2_47',12:51:50,2H_47',1,2,-0.25,-0.42,0.25,0.32,-0.5,-0.25,0.5,0.15,3.5,-0.3,0.19,3.75,-0.18,0.09,55.0,5.75,1.13
H2_47',12:52:00,2H_47',1,2,-0.25,-0.38,0.25,0.28,0,0.12,0,-0.2,3.5,-0.27,0.17,3.75,-0.17,0.08,60.0,6.0,1.12
H2_47',12:52:10,2H_47',1,2,-0.25,-0.37,0.25,0.27,0,0.12,0,-0.2,3.5,-0.26,0.16,0,0.0,0.0,65.0,6.25,1.11
H2_47',12:52:20,2H_47',1,2,-0.25,-0.36,0.25,0.26,0,0.0,0,0.0,3.5,-0.26,0.16,0,0.0,0.0,65.0,6.5,1.11
H2_48',12:52:31,2H_48',1,2,-0.25,-0.33,0.25,0.23,0,0.0,0,0.0,3.5,-0.24,0.15,0,0.0,0.0,70.0,6.75,1.1
H2_48',12:52:41,2H_48',1,2,-0.25,-0.32,0.25,0.22,0,0.0,0,0.0,3.5,-0.24,0.14,0,0.0,0.0,80.0,7.0,1.09
H2_48',12:52:51,2H_48',1,2,-0.25,-0.31,0.25,0.21,0,0.0,0,0.0,3.5,-0.24,0.14,0,0.0,0.0,80.0,7.5,1.09
H2_48',12:53:01,2H_48',1,2,0,0.12,0,-0.2,0,0.0,0,0.0,3.5,-0.2,0.11,0,0.0,0.0,90.0,7.75,1.08
H2_48',12:53:22,2H_48',1,2,-0.25,-0.32,0.25,0.23,0,0.0,0,0.0,3.5,-0.22,0.13,0,0.0,0.0,100.0,7.75,1.08
H2_49',12:53:32,2H_49',1,2,0,0.0,0,0.0,0,0.0,0,0.0,3.5,-0.22,0.13,0,0.0,0.0,150.0,8.25,1.07
H2_49',12:53:53,2H_49',1,2,0,0.12,0,-0.2,0,0.0,0,0.0,3.5,-0.14,0.09,0,0.0,0.0,170.0,8.75,1.06
H2_49',12:54:24,2H_49',1,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,130.0,8.0,1.07
H2_50',12:54:34,2H_50',1,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,130.0,6.75,1.07
AWAY_GOAL_50',12:55:25,2H_50',1,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
H2_51',12:55:35,2H_51',1,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
H2_52',12:57:08,2H_52',1,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
H2_53',12:58:09,2H_53',1,3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
